order_id,total_price,total_shipping,num_items,order_total,group,below_threshold,responded,amount_added,final_price,final_revenue
9f454dbf0163ac092c95a1e3cf9535cf,57.0,15.5,1,72.5,treatment,True,False,0.0,57.0,72.5
9951333a5f09b5c054baa1f1c43887c8,122.0,10.16,1,132.16,control,False,False,0.0,122.0,132.16
43a5d40681ed4ffe2ed88d6fb2639545,69.9,11.88,1,81.78,treatment,True,False,0.0,69.9,81.78
dafe7fe42ee9fb39d4c5f957e0799cf4,55.0,15.49,1,70.49,treatment,True,True,60.29287145228224,115.29287145228224,115.29287145228224
ed2a96e455e3b014a6e99e5671873b69,9.8,15.23,1,25.03,control,True,False,0.0,9.8,25.03
0e1c841770446e9becaf95190493901f,56.99,8.72,1,65.71000000000001,treatment,True,False,0.0,56.99,65.71000000000001
c72b9a169668381c6a1d12462a2e05e3,269.0,13.27,1,282.27,treatment,False,False,0.0,269.0,269.0
5899e054139c0623eb7e33c47f32b68a,62.9,18.06,1,80.96,treatment,True,True,47.829407823769465,110.72940782376946,110.72940782376946
644ae2fc953e74a21a0bd28b2049242e,199.0,13.1,1,212.1,treatment,False,False,0.0,199.0,199.0
50c3d37e28dfce6e14c561271a804112,229.99,24.15,1,254.14,treatment,False,False,0.0,229.99,229.99
4f6b1944e5dab6270cb4010b00edb3bc,35.0,13.83,1,48.83,treatment,True,True,67.1249141693912,102.1249141693912,102.1249141693912
89e7c74fa7b7671a581e7e36485f88da,145.9,13.46,1,159.36,control,False,False,0.0,145.9,159.36
aa27bd1341335b1891bbcc4e1967b402,54.99,18.26,1,73.25,control,True,False,0.0,54.99,73.25
cc4400f0310bb2c674d44b2b0f3a6a67,26.4,15.29,1,41.69,control,True,False,0.0,26.4,41.69
e9b62e170c02345bb0f5e96bdc417a4a,18.9,12.48,1,31.38,control,True,False,0.0,18.9,31.38
28156e3f154f44bf5cb8c3ee9978d332,43.9,27.73,1,71.63,control,True,False,0.0,43.9,71.63
5a5cbced9c57dbafd90dd9b04594b2d7,121.99,45.97,1,167.95999999999998,control,False,False,0.0,121.99,167.95999999999998
dc423fd5dad84d30d887debb5323e413,194.9,30.29,1,225.19,treatment,False,False,0.0,194.9,194.9
c2251dd482d3d185a7339f603c2de21b,55.9,46.92,1,102.82,control,True,False,0.0,55.9,102.82
87e81e96bb33e3163f7f8ed4123b6787,49.99,8.64,1,58.63,control,True,False,0.0,49.99,58.63
bb3b9252816ff94fc9f21944cfa0b6d1,199.0,0.0,1,199.0,treatment,False,False,0.0,199.0,199.0
bcaa2ea71bcbe06f4cab5fe30f997f93,13.69,7.71,1,21.4,control,True,False,0.0,13.69,21.4
4d9a2be7276029d8369fbf0fe73b6c0e,89.0,17.06,1,106.06,treatment,True,False,0.0,89.0,106.06
d458c1c3490c500eb8ee41abe912626e,122.99,14.61,1,137.6,control,False,False,0.0,122.99,137.6
977af9e0fe9053598b4066559b247302,184.99,58.9,1,243.89,treatment,False,False,0.0,184.99,184.99
bd1e1a304d04fa76626646f8efa12f77,47.9,19.32,1,67.22,treatment,True,True,70.29487373425368,118.19487373425369,118.19487373425369
df4823465132ba0a127c5734847a3a3f,153.0,15.82,1,168.82,control,False,False,0.0,153.0,168.82
392b29c08332cc1f57af36e3e094c276,689.0,17.84,1,706.84,control,False,False,0.0,689.0,706.84
ad635e6771f7a11f6ebac2e8a4260bf9,64.9,11.71,1,76.61000000000001,treatment,True,False,0.0,64.9,76.61000000000001
0db053a048333680c09114ac4f231a79,99.9,17.14,1,117.04,treatment,True,True,2.2282352580568863,102.12823525805689,102.12823525805689
453a132be6c4bc81afa3196c3851a133,43.99,18.23,1,62.22,treatment,True,False,0.0,43.99,62.22
ee230b38900d26f6334311714d502d30,119.8,36.6,2,156.4,treatment,False,False,0.0,119.8,119.8
a4946418011e1f65770b4521844416ab,115.0,33.26,1,148.26,control,False,False,0.0,115.0,148.26
28f0558838bcded1adf9bd48f1bdc457,151.79,78.12,3,229.91,control,False,False,0.0,151.79,229.91
790301a78144d82c818df031f7c92c8f,388.0,15.27,1,403.27,control,False,False,0.0,388.0,403.27
14142e4c26cd190475c63c3dc773bf6c,99.0,13.03,1,112.03,treatment,True,False,0.0,99.0,112.03
ddc3af0538e1279d548f8e4f6cbcc9de,89.97,57.1,3,147.07,treatment,True,False,0.0,89.97,147.07
e22cc707086f54199ddd7ce4b79db163,81.99,13.59,1,95.58,control,True,False,0.0,81.99,95.58
79411a632fc76728b437951f4c052826,37.99,15.65,1,53.64,control,True,False,0.0,37.99,53.64
caff70858dc0e5db4df2f19364a9fc11,34.98,8.72,1,43.7,control,True,False,0.0,34.98,43.699999999999996
32dd7913bfe4d7f0647e7d5a5e711f2d,14.99,7.39,1,22.38,control,True,False,0.0,14.99,22.38
bfb8512783ccd2271d2e96d3b856bf2b,1649.99,33.42,1,1683.41,treatment,False,False,0.0,1649.99,1649.99
43f4557e2a514edbbd692027ca5cf280,89.99,19.87,1,109.86,treatment,True,True,23.62906582807153,113.61906582807153,113.61906582807153
46539409edc91bbec9b3a7b06b414463,89.9,15.38,1,105.28,treatment,True,False,0.0,89.9,105.28
464de32dc84484c1d26df3e8e38e708b,6.9,8.72,1,15.62,control,True,False,0.0,6.9,15.620000000000001
3b401cba521461d124e0487ea53bb009,119.5,22.77,1,142.27,control,False,False,0.0,119.5,142.27
2ba3a1bb5c86f2fbe8024229ca45290c,159.0,29.51,1,188.51,treatment,False,False,0.0,159.0,159.0
bd7ed28cedb8147c71f09e3ab23c369f,93.5,15.4,1,108.9,treatment,True,False,0.0,93.5,108.9
c488a16bc2a85f7f72b6d05b6556c279,55.0,11.89,1,66.89,treatment,True,True,58.13630462176898,113.13630462176897,113.13630462176897
8a51c10a8154eec6b0f5bcdf52de2556,85.0,25.43,1,110.43,treatment,True,False,0.0,85.0,110.43
fe35e99a6a5d4d036bf8167d364e0792,239.6,23.0,4,262.6,control,False,False,0.0,239.6,262.6
500cfc698f743e9b498d6c12bbf65eb5,149.9,14.82,1,164.72,treatment,False,False,0.0,149.9,149.9
eb0f435a0e25da756bb8870a2ab5bbcd,63.98,26.74,2,90.72,control,True,False,0.0,63.98,90.72
16fdf4a442f237c6092adf2a86443dc9,119.8,26.88,2,146.68,control,False,False,0.0,119.8,146.68
ffbf2682f6e33c8cbac96e6862a95920,49.9,14.1,1,64.0,control,True,False,0.0,49.9,64.0
419de35b9f49a3e9822b8f09116cdea2,897.0,71.88,3,968.88,control,False,False,0.0,897.0,968.88
b8c123fb1b26f1adfb0d6f9d17255de7,149.0,8.3,1,157.3,treatment,False,False,0.0,149.0,149.0
53f5a7f622d498ff3eeb334b8efa7ae7,43.9,17.09,1,60.989999999999995,control,True,False,0.0,43.9,60.989999999999995
955edcef18570af09e702de925422860,179.9,8.51,1,188.41,treatment,False,False,0.0,179.9,179.9
19c36691fd116059bf49b7960f1db743,43.0,45.3,3,88.3,treatment,True,False,0.0,43.0,88.3
53fa17c349c4b3dcbbadd8aad2eb559b,21.52,23.3,1,44.82,control,True,False,0.0,21.52,44.82
e12019a9afee02a4355f3629cc804f9e,35.9,15.23,1,51.129999999999995,control,True,False,0.0,35.9,51.129999999999995
041082480b107a1303236e0c21b8bcd5,196.8,19.26,1,216.06,treatment,False,False,0.0,196.8,196.8
9cbcdb9b66b405fad4ce66814cf634d3,99.9,15.45,1,115.35,control,True,False,0.0,99.9,115.35000000000001
1930118fbe694636a60c0d5f97c32597,132.45999999999998,65.16,4,197.62,control,False,False,0.0,132.45999999999998,197.61999999999998
15f8e1e2abf48b0c5161b2f0110ba6eb,133.9,19.04,1,152.94,control,False,False,0.0,133.9,152.94
98bef220eda3e37b6ace2f7f891507a0,49.0,8.72,1,57.72,control,True,False,0.0,49.0,57.72
86290fe54601847212ec62845fb027e5,6.0,14.52,1,20.52,treatment,True,True,105.96374999877057,111.96374999877057,111.96374999877057
43d0e984f7e7256bce2b8f15fdfef0dc,94.0,23.46,1,117.46,treatment,True,True,7.40202960534884,101.40202960534884,101.40202960534884
c11d8a6bf50d7ce1fc92fd3844526e25,36.0,57.12,3,93.12,treatment,True,True,76.88970123041187,112.88970123041187,112.88970123041187
60fc7ade1e92f28d610e6e529997e56c,219.0,19.11,1,238.11,treatment,False,False,0.0,219.0,219.0
f9899b702b4c536b09ae0efdb5023a71,18.9,15.1,1,34.0,treatment,True,False,0.0,18.9,34.0
8fc8761fcdb6ded41323d2a484136e63,19.9,15.1,1,35.0,control,True,False,0.0,19.9,35.0
cf4cf05c524fb96eeedceab1be8bf4ad,56.99,8.72,1,65.71000000000001,treatment,True,True,57.6126037555285,114.60260375552849,114.60260375552849
44b20f5d6219004069d1abcb71428560,120.9,38.22,1,159.12,treatment,False,False,0.0,120.9,120.9
2938d86c8e6e92fb089538f210e7761b,139.0,13.31,1,152.31,treatment,False,False,0.0,139.0,139.0
a96843a8dacaebe8ab691a745032daf5,1086.76,29.93,1,1116.69,treatment,False,False,0.0,1086.76,1086.76
834780043eaf86f9e26f352161b6dfa8,79.9,12.06,1,91.96,control,True,False,0.0,79.9,91.96000000000001
794f771a39b24c7c47aa9eb198f066ed,24.9,11.85,1,36.75,control,True,False,0.0,24.9,36.75
3fe4dbcdb046a475dbf25463c1ca78bd,35.9,16.11,1,52.01,control,True,False,0.0,35.9,52.01
bf77be9e5c844064520fc976a02eba7f,69.9,17.74,1,87.64,control,True,False,0.0,69.9,87.64
d8457bd7376bc47702228915e4c4f187,28.99,25.63,1,54.62,treatment,True,False,0.0,28.99,54.62
8c007d0c7bfabe041dd7bc0514210ed9,145.77,51.52,1,197.29,treatment,False,False,0.0,145.77,145.77
819c95d80987748e1ce29b9b637cc920,149.7,58.62,3,208.32,control,False,False,0.0,149.7,208.32
81992009e7e97ec49b43657ece731404,149.9,20.96,1,170.86,treatment,False,False,0.0,149.9,149.9
19e225ef3a439fce99ce796eb1972cfb,349.9,18.21,1,368.11,control,False,False,0.0,349.9,368.10999999999996
82262a82713a250e0e1f99b5111b9614,49.7,34.66,1,84.36,control,True,False,0.0,49.7,84.36
d81156ef56e9f63131e4286930b47b89,159.0,34.91,1,193.91,control,False,False,0.0,159.0,193.91
fe400e74c1744f744f187225eb8d417e,37.0,14.52,1,51.52,control,True,False,0.0,37.0,51.519999999999996
f72f74f21032d3db0b6631a64b1c9126,179.9,15.49,1,195.39,treatment,False,False,0.0,179.9,179.9
2fe95e63972d1a35491a2cf058c422ea,99.9,17.95,1,117.85,control,True,False,0.0,99.9,117.85000000000001
aee899bef70c38166f036221fb190744,75.27,21.02,1,96.29,treatment,True,False,0.0,75.27,96.28999999999999
a82dcbafd23833baa1a6f5328cedf5a2,149.9,12.14,1,162.04000000000002,treatment,False,False,0.0,149.9,149.9
b77b82b683e9956ecdf55514de3d1f1d,34.99,24.66,1,59.650000000000006,control,True,False,0.0,34.99,59.650000000000006
6b3b0b39d2a619fa308f4606d780af2c,199.9,14.79,1,214.69,treatment,False,False,0.0,199.9,199.9
df5c6aca62db71fbe451c0408bde2817,259.0,121.2,1,380.2,treatment,False,False,0.0,259.0,259.0
2e614451ea8874289518da9aba093e7a,66.49,18.4,1,84.88999999999999,control,True,False,0.0,66.49,84.88999999999999
7a268da1c6173cf3d0847a89afdaf84e,129.99,19.82,1,149.81,control,False,False,0.0,129.99,149.81
dce5adb99dbd09afb1a7b9a402df9f98,59.99,18.35,1,78.34,control,True,False,0.0,59.99,78.34
021397df4601b61a8bd063be9b5c54a0,327.0,25.049999999999997,3,352.05,control,False,False,0.0,327.0,352.05
2fe324febf907e3ea3f2aa9650869fa5,39.9,16.05,1,55.95,control,True,False,0.0,39.9,55.95
85fb2afed45145db40381a894fed8d1b,249.9,19.18,1,269.08,treatment,False,False,0.0,249.9,249.9
2ba82c07689c3a256a124747f1289937,39.8,15.56,2,55.36,treatment,True,False,0.0,39.8,55.36
6f102b48a7f2f95443550bc4021439e3,161.5,16.76,1,178.26,control,False,False,0.0,161.5,178.26
d9b83939c87f115af94149c7cfb516c4,999.0,56.86,1,1055.86,control,False,False,0.0,999.0,1055.86
fddd8f5e5947098f75c2967d7cb2c3de,40.0,8.72,1,48.72,treatment,True,True,77.96710550335331,117.96710550335331,117.96710550335331
15820c28eeafa10a575899c57bba6cf9,30.9,15.1,1,46.0,control,True,False,0.0,30.9,46.0
8602398f607dbc45ea765dda38e32b39,99.99,17.95,1,117.94,control,True,False,0.0,99.99,117.94
268611f7d2f0106b616e88e532e05a2b,50.0,12.69,1,62.69,control,True,False,0.0,50.0,62.69
25a42a25fd4223696575df9383378279,38.0,12.69,1,50.69,treatment,True,False,0.0,38.0,50.69
aed4ee357f34e0cc3ce296eb5829d7ae,189.99,17.09,1,207.08,control,False,False,0.0,189.99,207.08
1c70638bb9739cd0ec124e4af1367312,19.99,15.1,1,35.089999999999996,treatment,True,False,0.0,19.99,35.089999999999996
ea244f8057c5a9f042e1bd9c70a7895d,84.9,12.72,1,97.62,treatment,True,False,0.0,84.9,97.62
66810815fe0a68f5501d8cbe1472779d,178.0,28.74,2,206.74,control,False,False,0.0,178.0,206.74
ce1813098fb283f84f0b5a7aa63e5fcc,83.36,15.79,1,99.15,treatment,True,True,35.449943970260215,118.8099439702602,118.8099439702602
598e3e1a06cd6e5aa4779c6d4c11e11a,149.9,17.24,1,167.14,control,False,False,0.0,149.9,167.14000000000001
1349bbe7ded8d9342526c249d9e6ceb6,23.99,15.27,1,39.26,treatment,True,False,0.0,23.99,39.26
027042c68ea5fac4428694e17ac50538,25.9,16.79,1,42.69,treatment,True,True,87.77753482326612,113.67753482326611,113.67753482326611
1af064a7e948651d963cb35703ae3a55,81.9,9.79,1,91.69,treatment,True,True,33.788113312167994,115.688113312168,115.688113312168
a50f9f0c6dc14bdf95d5621a5bd6b80b,25.98,28.2,2,54.18,control,True,False,0.0,25.98,54.18
9146c78cd5cb5e53ee985a7feb72e76f,114.9,15.11,1,130.01,treatment,False,False,0.0,114.9,114.9
6206eea10c401d9257092927e5b66deb,109.9,18.35,1,128.25,control,False,False,0.0,109.9,128.25
164eb359d3649dc1dd4bc6adcb1bb0a8,59.99,13.44,1,73.43,control,True,False,0.0,59.99,73.43
b517d1b56836ec7bbeccb6913c25dad5,120.0,15.59,1,135.59,control,False,False,0.0,120.0,135.59
a14ae07ec866886ebfbd63a32b8f86a0,35.0,15.11,1,50.11,treatment,True,True,70.58678970553119,105.58678970553119,105.58678970553119
abaf92b4832d365e4314a162aecdb2cc,170.0,38.04,2,208.04,treatment,False,False,0.0,170.0,170.0
b7a9713d1c8b02fbefa580bd0edc2756,88.0,12.92,1,100.92,control,True,False,0.0,88.0,100.92
246ed527fc17d711f0b578e0bd407257,199.98,62.69,1,262.66999999999996,treatment,False,False,0.0,199.98,199.98
04064f81e71399939f72222d7c701c47,19.49,18.23,1,37.72,control,True,False,0.0,19.49,37.72
3ad21c0e40b33f2600a06e99f27a5fe2,49.77,18.23,1,68.0,treatment,True,False,0.0,49.77,68.0
6e8c8d566d0f92d9ac1a6e72bba1a34d,39.99,19.32,1,59.31,control,True,False,0.0,39.99,59.31
65dd9664feba93680da24da77168ad7b,126.99,55.16,1,182.15,treatment,False,False,0.0,126.99,126.99
b3c1851a1730d45ed539eec30414e580,160.0,58.91,1,218.91,control,False,False,0.0,160.0,218.91
70e430723d15eaf320da7d163e736ed3,32.0,15.32,1,47.32,treatment,True,True,69.39598969789499,101.39598969789499,101.39598969789499
022d4b171a04520ca2113a48b6b61380,57.2,12.84,1,70.04,control,True,False,0.0,57.2,70.04
0d06a5815afe53875fb7bf4b7437fe8b,129.9,18.16,1,148.06,control,False,False,0.0,129.9,148.06
191d8d46583f6f363ede63402686d936,49.9,19.32,1,69.22,control,True,False,0.0,49.9,69.22
9e9eaca3c0a93a11ca21d05439198a7f,89.0,17.87,1,106.87,treatment,True,False,0.0,89.0,106.87
711b60257ae1101653980689f190b6fe,213.0,18.37,1,231.37,treatment,False,False,0.0,213.0,213.0
7d8db373393c49a61b22e4688965988e,33.0,16.11,1,49.11,control,True,False,0.0,33.0,49.11
7059c2afa0f74d0d09b1a8bd04ed2f7f,399.99,23.6,1,423.59,treatment,False,False,0.0,399.99,399.99
9f81e8f6c74d99562869844aafbfe0d5,169.9,51.91,1,221.81,treatment,False,False,0.0,169.9,169.9
13d38ae5c379157b139b2bef4a906c7a,94.9,26.74,1,121.64,treatment,True,True,17.153399218890094,112.05339921889009,112.05339921889009
59ad806bb1a82c19e0feadc488939a89,93.98,35.94,2,129.92000000000002,treatment,True,True,7.069634201994548,101.04963420199455,101.04963420199455
82e3732828be8d714ff18ca961250f57,149.9,27.59,1,177.49,control,False,False,0.0,149.9,177.49
3c7f51d2d4719b8f3b5af55c167b2fb4,19.9,18.23,1,38.129999999999995,control,True,False,0.0,19.9,38.129999999999995
3e8b14802154e650128119d2b60c045d,22.0,9.27,1,31.27,treatment,True,True,87.67381646293587,109.67381646293587,109.67381646293587
685ff0ec30068be51ce8745dbccdeb0b,49.9,17.92,1,67.82,treatment,True,False,0.0,49.9,67.82
6482040c4887d33a7129473d3db4d0bd,199.7,15.49,1,215.19,treatment,False,False,0.0,199.7,199.7
b924118c3a34d6bc9287362a7dc8fbc6,59.9,15.63,1,75.53,control,True,False,0.0,59.9,75.53
bd0877736ee7b208ff7f86b6958ca2b2,149.0,12.54,1,161.54,control,False,False,0.0,149.0,161.54
6216ac14dd3412edfaecc261269cd07f,99.9,21.19,1,121.09,treatment,True,False,0.0,99.9,121.09
54ac5ed66a8b2c74a3878d90d805f367,39.9,14.52,1,54.42,treatment,True,False,0.0,39.9,54.42
91c383c15a26a95416ca4de3d010d0e2,122.3,27.59,1,149.89,treatment,False,False,0.0,122.3,122.3
153e41d2dbed0732e8c41f472d912453,69.9,22.78,1,92.68,treatment,True,False,0.0,69.9,92.68
c276a6bf017d697f864fa8b703ce1b36,189.99,9.52,1,199.51,treatment,False,False,0.0,189.99,189.99
37877918d022198d7516624a45572923,110.65,13.44,1,124.09,control,False,False,0.0,110.65,124.09
51f5cd4115244a4860823a80bea0307e,79.9,7.42,1,87.32000000000001,control,True,False,0.0,79.9,87.32000000000001
628988ab1238acdeb0466b26660b29a7,148.9,19.12,1,168.02,treatment,False,False,0.0,148.9,148.9
f2df3f69fb9dbe0d8e932a7ec18c5a3a,130.0,12.41,1,142.41,treatment,False,False,0.0,130.0,130.0
e0ff4f042465bf3a83ab05b537d1c90e,59.9,17.33,1,77.22999999999999,control,True,False,0.0,59.9,77.22999999999999
b3b8763bff1a0f3f2ae0757e3d59a5e4,64.9,15.21,1,80.11000000000001,control,True,False,0.0,64.9,80.11000000000001
9419274d2366b746f60fce753c5a3618,100.99,23.51,1,124.5,treatment,False,False,0.0,100.99,100.99
8dba24f9985ee1c23c565330d02c5099,500.0,15.94,1,515.94,control,False,False,0.0,500.0,515.94
611a173cc635e8416613dbe247b9408c,749.9,61.8,1,811.6999999999999,control,False,False,0.0,749.9,811.6999999999999
1bed42b5193345848c17de4d32e42a5d,10.0,15.1,1,25.1,treatment,True,False,0.0,10.0,25.1
cddd5b81db02366dfd896859628bc2d0,19.9,14.1,1,34.0,treatment,True,True,87.69198712896664,107.59198712896665,107.59198712896665
0191ee5deb2474bc1f4189fa709289b2,719.96,171.18,2,891.1400000000001,treatment,False,False,0.0,719.96,719.96
34cf4093989091bb69a6ccb101129dbf,295.0,26.82,1,321.82,control,False,False,0.0,295.0,321.82
c6f2bb89d71562fe3ce462309140cb5e,174.9,18.47,1,193.37,treatment,False,False,0.0,174.9,174.9
ecf009316e34e996bdfdda7d4b87b21e,56.0,23.11,1,79.11,control,True,False,0.0,56.0,79.11
682d2a1eb8b2676fc3337cf90c96ca8b,200.0,13.74,1,213.74,control,False,False,0.0,200.0,213.74
92692f8437b5bc1db9cc256b4a4cff74,107.0,15.5,1,122.5,treatment,False,False,0.0,107.0,107.0
6f8ef1903034bc19ff5a5c51dbcec604,42.79,60.41,1,103.2,treatment,True,False,0.0,42.79,103.19999999999999
3da82f366802e4512789763543d67ee2,249.9,34.03,1,283.93,treatment,False,False,0.0,249.9,249.9
3b87bdeebf83a71ad36dff15f95892b9,133.9,18.19,1,152.09,treatment,False,False,0.0,133.9,133.9
d75ef81f53c32c4f5857799a077a609f,29.99,7.47,1,37.46,treatment,True,True,84.57844974598876,114.56844974598876,114.56844974598876
8c0cf4e06747b0264127ced0718f8fe2,10.8,7.87,1,18.67,control,True,False,0.0,10.8,18.67
2e9218017514abac32bb20f975e15ecd,89.9,17.91,1,107.81,control,True,False,0.0,89.9,107.81
efd3b94ce05ae57bce1f417fdbbc16aa,120.0,8.26,1,128.26,control,False,False,0.0,120.0,128.26
842b04782c3190ba1cb33fb384592455,18.6,15.1,1,33.7,control,True,False,0.0,18.6,33.7
38d11c87fc409de31e930084abb0c7a4,69.9,21.13,1,91.03,treatment,True,False,0.0,69.9,91.03
36a654dce46c360c165a2c3e8f54a42a,151.9,16.82,1,168.72,control,False,False,0.0,151.9,168.72
c69100676baa7e0edfa0e2ce74d034b7,43.62,15.1,1,58.72,treatment,True,True,68.37194520088109,111.99194520088108,111.99194520088108
84fbd5c07d190419428197464cdba60a,104.99,20.81,1,125.8,treatment,False,False,0.0,104.99,104.99
9ae2acea50ce1f7fcb16485ec6b4d028,301.44,30.76,2,332.2,treatment,False,False,0.0,301.44,301.44
fcdc46a7ff9860879adcb5c85eefd7b3,88.35,54.69,3,143.04,treatment,True,True,30.677927449688315,119.0279274496883,119.0279274496883
a6059b89913127046e9a0a3b88329269,89.9,9.44,1,99.34,treatment,True,True,12.980064478396436,102.88006447839643,102.88006447839643
8d10435d438f4f2582d83a8cb0f007ad,79.9,38.83,1,118.73,control,True,False,0.0,79.9,118.73
6b331bf7ee3fd56657566f64027c8c88,160.0,13.25,1,173.25,control,False,False,0.0,160.0,173.25
6cd30de23ae80f0c8c7439acece7ecd5,21.49,15.1,1,36.59,treatment,True,False,0.0,21.49,36.589999999999996
b7500da4a02eac89b7dcbeaf4efaf00b,86.99,17.86,1,104.85,control,True,False,0.0,86.99,104.85
d4732fc61490420e42d4dbdce8c3c6bf,89.0,21.42,1,110.42,control,True,False,0.0,89.0,110.42
2de7baec7f43b0d1d11acfb14aaa7e21,50.0,25.63,1,75.63,treatment,True,True,67.06256343820473,117.06256343820473,117.06256343820473
4bd15305c0c5f4d4d82b85f163b53954,453.89,37.42,2,491.31,control,False,False,0.0,453.89,491.31
852d2f4d37773bcbc21c8e09a05a4ea5,27.99,8.4,1,36.39,treatment,True,False,0.0,27.99,36.39
1f52d261d5a103a2a2375c21c99cd08d,69.9,12.43,1,82.33000000000001,treatment,True,False,0.0,69.9,82.33000000000001
